source,phi1_inf,phi2_inf
fix_phi2,0.07899981751097498,0.0001
fix_phi2,0.07934972605440063,0.0011020050125313285
fix_phi2,0.08134941940348098,0.012625062656641605
fix_phi2,0.08141968713041442,0.013126065162907269
fix_phi2,0.08176593057275015,0.015631077694235593
fix_phi2,0.08183214165414479,0.016132080200501255
fix_phi2,0.08189784108480067,0.01663308270676692
fix_phi2,0.08196309045212753,0.01713408521303258
fix_phi2,0.0820279820757132,0.017635087719298247
fix_phi2,0.08209266458909442,0.018136090225563912
fix_phi2,0.08215740031318713,0.018637092731829577
fix_phi2,0.08222272128397946,0.01913809523809524
fix_phi2,0.08228813345197565,0.019639097744360904
fix_phi2,0.08235032306880398,0.02014010025062657
fix_phi2,0.08241162396684086,0.02064110275689223
fix_phi2,0.08247190813162575,0.021142105263157896
