branch,phi1_a,phi2_a,phi1_b,phi2_b,length
1,0.11862923838091434,0.2382119122995962,0.25967460921842034,0.4080919352997387,0.22080085789964343
1,0.11865765631137239,0.2401989166200304,0.2580035053180563,0.4084622450093985,0.21847153891539714
1,0.11870335127193514,0.24221177474576616,0.25631971309222834,0.4088112896183976,0.21608716157247745
1,0.11876675808040113,0.24425115872678574,0.25462277093743874,0.4091383702910544,0.21364608296631946
1,0.11884834704338963,0.24631778850790487,0.25291218163723206,0.409442740172717,0.21114654058651405
1,0.11894862748143248,0.2484124367471383,0.25118740884465796,0.4097235995789523,0.20858664039334582
1,0.11906815172312697,0.25053593427035264,0.24944787309555794,0.40998009054833245,0.20596434331298605
1,0.11920751964709392,0.25268917626845366,0.24769294727393187,0.4102112906525724,0.20327744988683522
1,0.1193673838666238,0.25487312936505496,0.24592195143453735,0.4104162059361064,0.20052358275646673
1,0.1195484556719084,0.257088839709489,0.24413414686779394,0.4105937628302136,0.19770016659845313
1,0.11975151186981324,0.25933744228369093,0.2423287292669937,0.41074279885311626,0.19480440503938937
1,0.11997740269287847,0.26162017165408974,0.24050482082622937,0.4108620518650183,0.19183325397538548
1,0.12022706098929382,0.2639383744534293,0.2386614610572334,0.4109501475930982,0.18878339058593646
1,0.12050151295705469,0.26629352394649075,0.23679759606184247,0.41100558507240664,0.18565117715981908
1,0.12080189075199006,0.26868723712282266,0.23491206593055078,0.4110267195597184,0.18243261862859164
1,0.12112944738576115,0.27112129487543457,0.23300358985096506,0.41101174236129184,0.17912331241387353
1,0.1214855744437946,0.2735976659769562,0.23107074839613628,0.41095865686297495,0.1757183888139028
1,0.1218718233045319,0.2761185357675041,0.22911196231157793,0.41086524984860595,0.1722124396491286
1,0.12228993074470879,0.2786863407406987,0.22712546691596922,0.4107290569199795,0.16859943220639198
1,0.12274185009265759,0.2813038105851522,0.22510928095382446,0.4105473204613301,0.16487260459588024
1,0.12322978947369488,0.28397401974967984,0.22306116835587142,0.4103169380798867,0.16102433735839436
1,0.12375625923121095,0.2867004513209985,0.22097859083067778,0.41003439874089054,0.157045994370469
1,0.12432413134168295,0.2894870769870105,0.21885864843456238,0.4096957027892351,0.15292772357961515
1,0.12493671481584315,0.2923384584191636,0.21669800419916854,0.40929626059584834,0.14865820434571012
1,0.1255978525980594,0.295259877444544,0.21449278722585838,0.408830762379374,0.14422432287017695
1,0.12631204802892196,0.2982575057768784,0.21223846623039025,0.4082930084824341,0.13961074887199046
1,0.12708463267971426,0.3013386300691825,0.20992968171366352,0.4076756843241956,0.13479937409747517
1,0.1279219934161538,0.3045119561100346,0.2075600189026856,0.40697005620880505,0.129768553121483
1,0.1288318864386946,0.3077880291566547,0.2051216937151815,0.4061655509972217,0.12449205395435785
1,0.1298238828568795,0.31117982977445974,0.20260510718955613,0.4052491602719762,0.11893756999205249
1,0.13091002014360661,0.3147036441841743,0.19999819403433078,0.40420456999376336,0.11306454569107201
1,0.13210578925676816,0.3183803818411463,0.19728543550856983,0.403010842924192,0.10682088386003419
1,0.13343169668644086,0.3222376584550362,0.19444629745170214,0.40164033568310714,0.10013773842827406
1,0.1399582656816401,0.33860063503681603,0.1824487651390272,0.39435065851764967,0.07009641690023616
1,0.14506148698547258,0.34912561538310904,0.1747316905063999,0.3882062727152963,0.04906749183002008
1,0.14889154620744605,0.3560442184423773,0.1696359532761314,0.38341944017784996,0.03434724428098441
1,0.15169909103804005,0.3606678795655753,0.16621174972863212,0.379836917115546,0.024043070994816895
1,0.15372676590685058,0.363796818344868,0.1638827464168713,0.37721732499712746,0.01683014969996588
1,0.1551769302681892,0.36593421458690106,0.1622851302023964,0.375329315648235,0.011781104797825268
1,0.15620722725294142,0.36740442809841684,0.16118262913209258,0.37398125461311116,0.008246773360742197
1,0.15693591119169717,0.3684208300028302,0.16041857659250913,0.37302469625137047,0.0057727413529848086
1,0.1574496668531005,0.369126055118326,0.15988749288196302,0.3723487915622495,0.0040409189467238826
1,0.15781110264892004,0.36961664381362414,0.15951756723582503,0.37187256963698045,0.0028286432625636445
1,0.15806499514378156,0.3699585512437687,0.15925951567920188,0.37153770285676224,0.001980050283796089
