source,phi1_inf,phi2_inf
fix_phi2,0.1673724400804929,0.17244486215538848
fix_phi2,0.17185574555623243,0.1794588972431078
fix_phi2,0.17317689894999924,0.18146290726817044
fix_phi2,0.17621875214567306,0.18597192982456143
fix_phi2,0.18079180204346554,0.19248496240601504
fix_phi2,0.1826106420756149,0.19498997493734338
fix_phi2,0.1829787057735675,0.19549097744360905
fix_phi2,0.18409092689859116,0.19699398496240603
fix_phi2,0.18446471395688008,0.1974949874686717
fix_phi2,0.18483965377598058,0.19799598997493736
fix_phi2,0.18521619029224115,0.19849699248120303
fix_phi2,0.18559430948209943,0.19899799498746867
fix_phi2,0.18597400089853483,0.19949899749373434
fix_phi2,0.18635485295386806,0.2
fix_phi1,0.18296591478696744,0.19547372164932922
fix_phi1,0.18446892230576442,0.1975006623984154
fix_phi1,0.1849699248120301,0.19817038911801255
fix_phi1,0.18547092731829576,0.19883556345617215
fix_phi1,0.18597192982456143,0.19949629085413423
