source,phi1_inf,phi2_inf
fix_phi2,0.07989751959273615,0.0001
fix_phi2,0.08009958822647265,0.0006010025062656643
fix_phi2,0.08024326139837128,0.0011020050125313285
fix_phi2,0.08048249362765966,0.0021040100250626567
fix_phi2,0.08220675168844545,0.01212406015037594
fix_phi2,0.08228137681998453,0.012625062656641605
fix_phi2,0.0823540512126211,0.013126065162907269
fix_phi2,0.0824262482281527,0.013627067669172934
fix_phi2,0.08249803668679569,0.014128070175438597
fix_phi2,0.08278251646756675,0.016132080200501255
fix_phi2,0.0828509821861641,0.01663308270676692
fix_phi2,0.08291906750690757,0.01713408521303258
fix_phi2,0.08298684121966042,0.017635087719298247
fix_phi2,0.0830543995616704,0.018136090225563912
fix_phi2,0.0831218851211695,0.018637092731829577
fix_phi2,0.08318952473906936,0.01913809523809524
fix_phi2,0.08325771924038375,0.019639097744360904
fix_phi2,0.08332317879308304,0.02014010025062657
fix_phi2,0.08338771900346081,0.02064110275689223
fix_phi2,0.0834518294884717,0.021142105263157896
fix_phi2,0.08351557984742233,0.02164310776942356
fix_phi2,0.08357908660260815,0.022144110275689226
fix_phi2,0.08364243412802316,0.022645112781954888
