code,wall_affinity,side,phi1_inf,phi2_inf,nearest_binodal_phi1,nearest_binodal_phi2,distance,signed_distance,tolerance,classification
m0p1,-0.1,weak,0.1599985281993329,0.16593182957393485,0.15953778888194878,0.16620861961274205,0.0005374880874647298,-0.0005372768537324617,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16027980189114313,0.16643283208020052,0.1600936914428482,0.1667645221736415,0.00038033592658519224,-0.00033742501641866713,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.1605639905187215,0.16693383458646618,0.1600936914428482,0.1667645221736415,0.0004998478907665693,-0.00030065391163908183,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16084834411984422,0.16743483709273185,0.16064959400374768,0.16787632729544036,0.0004841644428662518,-0.0004053078902788263,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16113254448136474,0.1679358395989975,0.16064959400374768,0.16787632729544036,0.0004866034094673295,-0.00038249442360128246,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.1614215431356769,0.16843684210526316,0.1612054965646471,0.1684322298563398,0.00021609579749235153,-0.0001824957530343225,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16170427316886476,0.16893784461152883,0.1612054965646471,0.16898813241723923,0.0005013052606127941,-0.00045005957109266664,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16199424895557804,0.1694388471177945,0.16176139912554655,0.16954403497813866,0.00025550641735478866,-0.0002532740673269205,0.0011118051217989255,boundary_tolerance
m0p1,-0.1,weak,0.16227938195616803,0.16993984962406017,0.16176139912554655,0.1700999375390381,0.0005421571297517266,-0.0005260918797001867,0.0011118051217989255,boundary_tolerance
m0p1,-0.1,weak,0.1625696993015898,0.17044085213032584,0.16231730168644598,0.17065584009993753,0.00033154846283468673,-0.0003284636367268235,0.0011118051217989255,boundary_tolerance
m0p1,-0.1,weak,0.1628587426051444,0.17094185463659148,0.16287320424734542,0.17121174266083697,0.00027027520183376866,-0.00013577713432581543,0.0011118051217989255,boundary_tolerance
