stage,rel,chi_12,chi_13,chi_23,omega_1,omega_2,chi_bb_11,chi_bb_22,chi_bb_12,pw_length,dist_mean,n_points,n_segments,gap_total,full_length,dist_max,dist_min,residual_rms,pca_span,n_branch,is_single,flag
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0__chibb22_0p06__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.0,0.06,0.0,0.04208617,0.01179148,31,1,0.0,0.04208617,0.0162393,0.00965862,6.035e-05,0.04207996,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0__chibb22_0p08__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.0,0.08,0.0,0.04208279,0.01180318,31,1,0.0,0.04208279,0.01623945,0.00966611,5.995e-05,0.04207664,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0__chibb22_0p1__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.0,0.1,0.0,0.04207948,0.01181459,31,1,0.0,0.04207948,0.0162396,0.00967345,5.956e-05,0.04207338,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0__chibb22_m0p02__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.0,-0.02,0.0,0.04074714,0.01168445,30,1,0.0,0.04074714,0.0162387,0.00962707,5.921e-05,0.04074097,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0__chibb22_m0p04__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.0,-0.04,0.0,0.0478849,0.01168436,32,1,0.0,0.0478849,0.01623855,0.00950105,0.0004047,0.04557867,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0__chibb22_m0p06__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.0,-0.06,0.0,0.04748287,0.01162749,31,1,0.0,0.04748287,0.01623839,0.00960968,0.0003714,0.04536491,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0__chibb22_m0p08__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.0,-0.08,0.0,0.04699956,0.01162482,31,1,0.0,0.04699956,0.01623824,0.00960016,0.00032608,0.04513724,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0__chibb22_m0p1__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.0,-0.1,0.0,0.04672796,0.01158738,30,1,0.0,0.04672796,0.01623808,0.00959041,0.00032594,0.0448906,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p02__chibb22_0__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.02,0.0,0.0,0.05147637,0.00946467,32,1,0.0,0.05147637,0.01467022,0.007222,5.727e-05,0.05146865,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p02__chibb22_0p02__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.02,0.02,0.0,0.05413056,0.00958154,33,1,0.0,0.05413056,0.01467035,0.00722984,7.378e-05,0.0540854,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p02__chibb22_0p04__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.02,0.04,0.0,0.05431234,0.0095949,33,1,0.0,0.05431234,0.01467047,0.00723752,7.695e-05,0.05426335,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p02__chibb22_0p06__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.02,0.06,0.0,0.05437433,0.00957911,33,1,0.0,0.05437433,0.0146706,0.00724505,6.062e-05,0.05436863,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p02__chibb22_0p08__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.02,0.08,0.0,0.05473918,0.00964508,33,1,0.0,0.05473918,0.01467072,0.00725243,8.679e-05,0.05467948,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p02__chibb22_0p1__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.02,0.1,0.0,0.05128012,0.00957315,33,1,0.0,0.05128012,0.01467085,0.00725966,7.955e-05,0.05126413,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p02__chibb22_m0p02__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.02,-0.02,0.0,0.05151491,0.00945187,32,1,0.0,0.05151491,0.01467009,0.007214,5.449e-05,0.05150799,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p02__chibb22_m0p04__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.02,-0.04,0.0,0.05155261,0.00942027,31,1,0.0,0.05155261,0.01466996,0.00720583,5.297e-05,0.05154636,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p02__chibb22_m0p06__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.02,-0.06,0.0,0.05158877,0.0093632,30,1,0.0,0.05158877,0.01466983,0.00719748,4.934e-05,0.05158351,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p02__chibb22_m0p08__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.02,-0.08,0.0,0.05162392,0.00935012,30,1,0.0,0.05162392,0.0146697,0.00718894,4.942e-05,0.05161889,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p02__chibb22_m0p1__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.02,-0.1,0.0,0.05166438,0.00935567,31,1,0.0,0.05166438,0.01466957,0.00718022,4.978e-05,0.05165936,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p04__chibb22_0__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.04,0.0,0.0,0.04747411,0.00728406,34,1,0.0,0.04747411,0.01338368,0.00495256,0.00022744,0.04635402,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p04__chibb22_0p02__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.04,0.02,0.0,0.0477099,0.00735348,34,1,0.0,0.0477099,0.01338378,0.00496051,4.895e-05,0.0477057,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p04__chibb22_0p04__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.04,0.04,0.0,0.0477043,0.00740145,35,1,0.0,0.0477043,0.01338388,0.00496829,4.897e-05,0.04770006,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p04__chibb22_0p06__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.04,0.06,0.0,0.04769867,0.00737301,34,1,0.0,0.04769867,0.01338397,0.00497592,4.922e-05,0.04769462,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p04__chibb22_0p08__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.04,0.08,0.0,0.04769339,0.00742685,35,1,0.0,0.04769339,0.01338407,0.00498339,4.941e-05,0.04768934,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p04__chibb22_0p1__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.04,0.1,0.0,0.05577622,0.00740964,35,1,0.0,0.05577622,0.01338416,0.00499071,0.00030681,0.05386834,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p04__chibb22_m0p02__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.04,-0.02,0.0,0.04856723,0.00732326,35,1,0.0,0.04856723,0.01338359,0.00494445,0.00017823,0.04771861,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p04__chibb22_m0p04__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.04,-0.04,0.0,0.04772765,0.00726348,33,1,0.0,0.04772765,0.01338349,0.00493616,4.847e-05,0.04772359,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p04__chibb22_m0p06__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.04,-0.06,0.0,0.04637651,0.0071913,32,1,0.0,0.04637651,0.01338339,0.0049277,4.399e-05,0.04637295,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p04__chibb22_m0p08__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.04,-0.08,0.0,0.04093569,0.00712354,31,1,0.0,0.04093569,0.01338329,0.00491904,4.006e-05,0.04093238,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p04__chibb22_m0p1__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.04,-0.1,0.0,0.04600819,0.00709579,31,1,0.0,0.04600819,0.01338319,0.0049102,0.00014236,0.04594564,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p06__chibb22_0__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.06,0.0,0.0,0.05735716,0.00533825,35,1,0.0,0.05735716,0.0124382,0.00290458,5.3e-05,0.05735016,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p06__chibb22_0p02__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.06,0.02,0.0,0.05733669,0.00530069,33,1,0.0,0.05733669,0.01243827,0.0029115,5.693e-05,0.05732953,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p06__chibb22_0p04__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.06,0.04,0.0,0.05731994,0.00534819,34,1,0.0,0.05731994,0.01243833,0.00291828,6.606e-05,0.05730834,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p06__chibb22_0p06__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.06,0.06,0.0,0.05729676,0.00532636,33,1,0.0,0.05729676,0.0124384,0.00292493,6.904e-05,0.0572874,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p06__chibb22_0p08__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.06,0.08,0.0,0.05727875,0.00539434,35,1,0.0,0.05727875,0.01243847,0.00293145,7.791e-05,0.05726589,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p06__chibb22_0p1__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.06,0.1,0.0,0.05585923,0.00539444,35,1,0.0,0.05585923,0.01243854,0.00293784,0.00012314,0.05582745,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p06__chibb22_m0p02__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.06,-0.02,0.0,0.05737845,0.00535287,36,1,0.0,0.05737845,0.01243813,0.00289752,4.93e-05,0.05737058,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p06__chibb22_m0p04__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.06,-0.04,0.0,0.05739737,0.0053155,35,1,0.0,0.05739737,0.01243806,0.00289031,4.35e-05,0.05739069,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p06__chibb22_m0p06__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.06,-0.06,0.0,0.04787168,0.00522864,33,1,0.0,0.04787168,0.01243799,0.00288295,3.776e-05,0.04786755,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p06__chibb22_m0p08__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.06,-0.08,0.0,0.05113712,0.00511143,34,1,0.0,0.05113712,0.01243791,0.00178078,0.0005428,0.04787258,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p06__chibb22_m0p1__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.06,-0.1,0.0,0.04652599,0.00520059,34,1,0.0,0.04652599,0.01243784,0.00286775,3.191e-05,0.04652204,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p08__chibb22_0__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.08,0.0,0.0,0.04255851,0.00352972,32,1,0.0,0.04255851,0.01184231,0.00126376,4.887e-05,0.04253601,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p08__chibb22_0p02__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.08,0.02,0.0,0.05077338,0.0035799,33,1,0.0,0.05077338,0.01184235,0.00126874,5.806e-05,0.05075026,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p08__chibb22_0p04__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.08,0.04,0.0,0.05068623,0.00353919,34,1,0.0,0.05068623,0.01184239,0.00127364,0.00030316,0.05031587,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p08__chibb22_0p06__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.08,0.06,0.0,0.04666649,0.00360185,34,1,0.0,0.04666649,0.01184243,0.00127845,4.769e-05,0.04664613,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p08__chibb22_0p08__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.08,0.08,0.0,0.05211076,0.00365391,36,1,0.0,0.05211076,0.01184247,0.00128318,5.807e-05,0.052088,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p08__chibb22_0p1__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.08,0.1,0.0,0.05462741,0.00363506,37,1,0.0,0.05462741,0.01184251,0.00128783,0.00037313,0.05208144,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p08__chibb22_m0p02__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.08,-0.02,0.0,0.05208225,0.00352974,35,1,0.0,0.05208225,0.01184227,0.00125869,0.00023744,0.05184992,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p08__chibb22_m0p04__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.08,-0.04,0.0,0.05204836,0.00350272,34,1,0.0,0.05204836,0.01184223,0.00125353,0.00023111,0.05188041,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p08__chibb22_m0p06__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.08,-0.06,0.0,0.0439424,0.00350166,33,1,0.0,0.0439424,0.01184219,0.00124827,5.344e-05,0.0439189,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p08__chibb22_m0p08__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.08,-0.08,0.0,0.04394965,0.00349302,32,1,0.0,0.04394965,0.01184214,0.00124292,5.384e-05,0.04392612,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p08__chibb22_m0p1__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.08,-0.1,0.0,0.0425926,0.00346107,31,1,0.0,0.0425926,0.0118421,0.00123747,4.55e-05,0.04256931,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p1__chibb22_0__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.1,0.0,0.0,0.05248052,0.00246543,35,2,0.01523411,0.06771462,0.01164596,0.00032652,0.00090113,0.0620506,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p1__chibb22_0p02__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.1,0.02,0.0,0.04707259,0.00241841,35,2,0.01521153,0.06228412,0.01164596,0.00033483,0.0001981,0.06201994,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p1__chibb22_0p04__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.1,0.04,0.0,0.05286226,0.00248793,36,2,0.01518937,0.06805163,0.01164597,0.00034298,0.00096755,0.06199614,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p1__chibb22_0p06__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.1,0.06,0.0,0.06839755,0.00250649,39,1,0.0,0.06839755,0.01164598,0.00035096,0.00101196,0.06196683,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p1__chibb22_0p08__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.1,0.08,0.0,0.06085915,0.00243897,38,1,0.0,0.06085915,0.01164599,0.00035879,0.00029489,0.06049291,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p1__chibb22_0p1__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.1,0.1,0.0,0.0608329,0.00244639,38,1,0.0,0.0608329,0.011646,0.00035954,0.00029677,0.06046625,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p1__chibb22_m0p02__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.1,-0.02,0.0,0.05214147,0.00245611,35,2,0.0152571,0.06739858,0.01164595,0.00031804,0.00084127,0.06207854,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p1__chibb22_m0p04__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.1,-0.04,0.0,0.06708085,0.00241051,37,1,0.0,0.06708085,0.01164594,0.0003094,0.0007608,0.06210686,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p1__chibb22_m0p06__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.1,-0.06,0.0,0.05176144,0.00238712,36,2,0.01518517,0.06694661,0.01164593,0.00030058,0.00074101,0.06213548,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p1__chibb22_m0p08__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.1,-0.08,0.0,0.04592033,0.00240833,33,2,0.0198653,0.06578563,0.01164592,0.00029159,0.0006653,0.06216258,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_0p1__chibb22_m0p1__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,0.1,-0.1,0.0,0.04589783,0.00240071,33,2,0.01987631,0.06577414,0.01164591,0.00028244,0.00066083,0.06219166,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_m0p02__chibb22_0__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,-0.02,0.0,0.0,0.0477122,0.01406851,28,1,0.0,0.0477122,0.01804023,0.01211144,0.00012529,0.04762376,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_m0p02__chibb22_0p02__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,-0.02,0.02,0.0,0.04792667,0.01407906,28,1,0.0,0.04792667,0.0180404,0.01212013,0.00013099,0.04783234,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_m0p02__chibb22_0p04__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,-0.02,0.04,0.0,0.04840779,0.01419009,30,1,0.0,0.04840779,0.01804057,0.01212863,0.00017881,0.04802628,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_m0p02__chibb22_0p06__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,-0.02,0.06,0.0,0.04860397,0.01420052,30,1,0.0,0.04860397,0.01804074,0.01213695,0.00018482,0.04820925,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_m0p02__chibb22_0p08__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,-0.02,0.08,0.0,0.04879201,0.01421101,30,1,0.0,0.04879201,0.0180409,0.0121451,0.00019001,0.04838348,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_m0p02__chibb22_0p1__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,-0.02,0.1,0.0,0.04920343,0.01427203,31,1,0.0,0.04920343,0.01804107,0.01215308,0.00023541,0.04855039,1,1,
chi12_0__chi13_2p8__chi23_0,chi12_0__chi13_2p8__chi23_0/om1_m0p4__om2_m0p3/chibb11_m0p02__chibb22_m0p02__chibb12_0,0.0,2.8,0.0,-0.4,-0.3,-0.02,-0.02,0.0,0.04748622,0.01405779,28,1,0.0,0.04748622,0.01804006,0.01210256,0.00011947,0.0474037,1,1,
