source,phi1_inf,phi2_inf
fix_phi2,0.09618832795424917,0.005611027568922307
fix_phi2,0.09632178612416906,0.0061120300751879705
fix_phi2,0.09862489646347342,0.014629072681704262
fix_phi2,0.10043477009768588,0.021142105263157896
fix_phi2,0.10057582158329663,0.02164310776942356
fix_phi2,0.10071715869391817,0.022144110275689226
fix_phi2,0.1008588189904276,0.022645112781954888
fix_phi2,0.10100069730685575,0.023146115288220553
fix_phi2,0.10114283814592102,0.02364711779448622
fix_phi2,0.10128531111563052,0.02414812030075188
fix_phi2,0.10185787717849017,0.026152130325814538
fix_phi2,0.1020016822096859,0.026653132832080203
fix_phi2,0.10214577070401527,0.027154135338345868
fix_phi2,0.10229021992819606,0.027655137844611533
fix_phi2,0.10243489340356977,0.028156140350877195
fix_phi2,0.10257981803338313,0.02865714285714286
fix_phi2,0.10272507772410287,0.029158145363408525
fix_phi2,0.1028706630367246,0.029659147869674187
fix_phi2,0.1030164398025603,0.030160150375939852
fix_phi2,0.1049387103380951,0.03667318295739349
fix_phi2,0.10508858835199848,0.03717418546365916
fix_phi2,0.10645177732498186,0.041683208020050135
fix_phi2,0.1066047029366818,0.042184210526315796
fix_phi2,0.10691173416923823,0.04318621553884713
fix_phi2,0.1070655651297926,0.04368721804511279
fix_phi2,0.10721985348118464,0.04418822055137846
fix_phi2,0.10737451423518689,0.04468922305764412
fix_phi2,0.10752926197558006,0.04519022556390978
fix_phi2,0.10768445397328294,0.04569122807017545
fix_phi2,0.10784014403188874,0.04619223057644111
fix_phi2,0.10799581922476398,0.04669323308270677
fix_phi2,0.10846526316677393,0.048196240601503765
fix_phi2,0.10862230094414914,0.04869724310776943
fix_phi2,0.10877991072215369,0.049198245614035095
fix_phi2,0.10893762057055002,0.049699248120300764
fix_phi2,0.1090955990595607,0.050200250626566426
fix_phi2,0.1092541423126059,0.05070125313283209
fix_phi2,0.10941291863753277,0.051202255639097756
fix_phi2,0.10957184902594577,0.05170325814536342
fix_phi2,0.10973133998330287,0.05220426065162908
fix_phi2,0.1098911849649954,0.05270526315789475
fix_phi2,0.11005107809157179,0.05320626566416041
fix_phi2,0.1102115306035816,0.05370726817042607
fix_phi2,0.11053331400096646,0.0547092731829574
fix_phi2,0.11069474173452643,0.05521027568922307
fix_phi2,0.11085673461195285,0.05571127819548873
fix_phi2,0.11101858497347093,0.056212280701754394
fix_phi2,0.11118100160838323,0.05671328320802006
fix_phi2,0.11134407489679826,0.057214285714285724
fix_phi2,0.11150691969407682,0.057715288220551386
fix_phi2,0.11167033912865802,0.058216290726817055
fix_phi2,0.11183449735694179,0.05871729323308272
fix_phi2,0.11199834731682892,0.05921829573934838
fix_phi2,0.11216278389223851,0.05971929824561405
fix_phi2,0.112328031313058,0.06022030075187971
fix_phi2,0.11282469998396284,0.0617233082706767
fix_phi2,0.11299060034794932,0.06222431077694237
fix_phi2,0.11315711731674806,0.06272531328320803
fix_phi2,0.11332453667303113,0.0632263157894737
fix_phi2,0.11349148664409132,0.06372731829573935
fix_phi2,0.11365906922131844,0.06422832080200502
fix_phi2,0.11382760075059374,0.06472932330827069
fix_phi2,0.11399558774443161,0.06523032581453635
fix_phi2,0.11416425513780205,0.06573132832080202
fix_phi2,0.11433388129760279,0.06623233082706768
fix_phi2,0.11450293577426135,0.06673333333333334
fix_phi2,0.11501356375747607,0.06823634085213033
fix_phi2,0.11518446876042164,0.068737343358396
fix_phi2,0.1153562664216155,0.06923834586466167
fix_phi2,0.11552750582162899,0.06973934837092732
fix_phi2,0.1156995709875211,0.07024035087719299
fix_phi2,0.11587243585742557,0.07074135338345866
fix_phi2,0.11604479748500265,0.07124235588972433
fix_phi2,0.11621805743660552,0.07174335839598998
fix_phi2,0.11639196788409807,0.07224436090225565
fix_phi2,0.11656547606377232,0.07274536340852132
fix_phi2,0.11673997314117118,0.07324636591478698
fix_phi2,0.11691489742726632,0.07374736842105264
fix_phi2,0.11708958126027141,0.07424837092731831
fix_phi2,0.117265368581259,0.07474937343358397
fix_phi2,0.11744126095524059,0.07525037593984964
fix_phi2,0.11761715603370003,0.0757513784461153
fix_phi2,0.11779430220415407,0.07625238095238096
fix_phi2,0.11797109699389217,0.07675338345864663
fix_phi2,0.11814824792643183,0.0772543859649123
fix_phi2,0.11832684464728016,0.07775538847117795
fix_phi2,0.11850444688815036,0.07825639097744362
fix_phi2,0.11868291116452966,0.07875739348370929
fix_phi2,0.11886266389266953,0.07925839598997494
fix_phi2,0.11904135596269996,0.07975939849624061
fix_phi2,0.11922121013770504,0.08026040100250628
fix_phi2,0.119401903120802,0.08076140350877194
fix_phi2,0.11958187535515392,0.0812624060150376
fix_phi2,0.11976322552645953,0.08176340852130327
fix_phi2,0.11994474640852368,0.08226441102756893
fix_phi2,0.12012606505089034,0.0827654135338346
fix_phi2,0.1203090659950013,0.08326641604010027
fix_phi2,0.1204912423906755,0.08376741854636593
fix_phi2,0.12067399920038976,0.08426842105263159
fix_phi2,0.12085852210443063,0.08476942355889726
fix_phi2,0.12104144759728505,0.08527042606516293
fix_phi2,0.12122577618803174,0.08577142857142858
fix_phi2,0.12141111111262559,0.08627243107769425
fix_phi2,0.1215954312686176,0.08677343358395992
fix_phi2,0.12178153988930396,0.08727443609022557
fix_phi2,0.1219674504584398,0.08777543859649124
fix_phi2,0.1221532844838468,0.08827644110275691
fix_phi2,0.12234153293003282,0.08877744360902257
fix_phi2,0.122527605155235,0.08927844611528823
fix_phi2,0.12271513941780872,0.0897794486215539
fix_phi2,0.12290419933453683,0.09028045112781956
fix_phi2,0.12309166026182787,0.09078145363408523
fix_phi2,0.12328121725411945,0.0912824561403509
fix_phi2,0.12347063909675382,0.09178345864661655
fix_phi2,0.12365973890597563,0.09228446115288222
fix_phi2,0.12385184023886642,0.09278546365914789
fix_phi2,0.12404101036773638,0.09328646616541354
fix_phi2,0.12423204716506038,0.09378746867167921
fix_phi2,0.12442467148009853,0.09428847117794488
fix_phi2,0.12461542691670552,0.09478947368421053
fix_phi2,0.12480902572099194,0.0952904761904762
fix_phi2,0.12500146109328103,0.09579147869674187
fix_phi2,0.12519407772477267,0.09629248120300753
fix_phi2,0.1253898503668904,0.0967934837092732
fix_phi2,0.12558230878493953,0.09729448621553886
fix_phi2,0.125777331211865,0.09779548872180453
fix_phi2,0.12597314410282834,0.09829649122807019
fix_phi2,0.12616736747021545,0.09879749373433586
fix_phi2,0.12636632378115456,0.09929849624060152
fix_phi2,0.12656048335712822,0.09979949874686718
fix_phi2,0.12675622140878734,0.10030050125313285
fix_phi2,0.12695618053170876,0.10080150375939852
fix_phi2,0.1271519068591657,0.10130250626566417
fix_phi2,0.12735414341679382,0.10180350877192984
fix_phi2,0.12755000481026443,0.10230451127819551
fix_phi2,0.12774374620291734,0.10280551378446116
fix_phi2,0.12795065413430057,0.10330651629072683
fix_phi2,0.12814723396382033,0.1038075187969925
fix_phi2,0.12835277529095157,0.10430852130325816
fix_phi2,0.12855077271173992,0.10480952380952382
fix_phi2,0.12874077990096636,0.1053105263157895
fix_phi2,0.12895654603604062,0.10581152882205515
fix_phi2,0.12914715888311826,0.10631253132832082
fix_phi2,0.1293646503640891,0.10681353383458649
fix_phi2,0.12956174960226124,0.10731453634085214
fix_phi2,0.12974934429375007,0.10781553884711781
fix_phi2,0.12997348933611996,0.10831654135338348
fix_phi2,0.1301529890809045,0.10881754385964913
fix_phi2,0.1303869838099143,0.1093185463659148
fix_phi2,0.13057083808969647,0.10981954887218047
fix_phi2,0.13077383866964326,0.11032055137844614
fix_phi2,0.13099661376416624,0.1108215538847118
fix_phi2,0.13116951447304254,0.11132255639097746
fix_phi2,0.13141944391071345,0.11182355889724313
fix_phi2,0.13158307306379222,0.11232456140350879
fix_phi2,0.13182345634942738,0.11282556390977445
fix_phi2,0.13200894943537986,0.11332656641604012
fix_phi2,0.13220321938030877,0.11382756892230578
fix_phi2,0.1324430261147355,0.11432857142857145
fix_phi2,0.1326059581028993,0.11482957393483711
fix_phi2,0.13288144926445172,0.11533057644110277
fix_phi2,0.13302492815871597,0.11583157894736844
fix_phi2,0.13326587066347148,0.1163325814536341
fix_phi2,0.13345551515924692,0.11683358395989976
fix_phi2,0.13364859853126468,0.11733458646616543
fix_phi2,0.133894481772917,0.1178355889724311
fix_phi2,0.13405235515380143,0.11833659147869675
fix_phi2,0.13430528518838736,0.11883759398496242
fix_phi2,0.13447196825004862,0.11933859649122809
fix_phi2,0.13469410112006544,0.11983959899749375
fix_phi2,0.13490328484679934,0.12034060150375941
fix_phi2,0.13509164730413326,0.12084160401002508
fix_phi2,0.13531653254752946,0.12134260651629074
fix_phi2,0.13549787001821356,0.1218436090225564
fix_phi2,0.13570643712921143,0.12234461152882208
fix_phi2,0.13591346063419704,0.12284561403508774
fix_phi2,0.1361035773893622,0.1233466165413534
fix_phi2,0.1363196879756054,0.12384761904761907
fix_phi2,0.13650749414541347,0.12434862155388474
fix_phi2,0.1367097085848985,0.12484962406015039
fix_phi2,0.13691774421558833,0.12535062656641605
fix_phi2,0.137106086351223,0.12585162907268171
fix_phi2,0.13731797154453398,0.12635263157894738
fix_phi2,0.1375083039912869,0.12685363408521302
fix_phi2,0.13770775621609496,0.1273546365914787
fix_phi2,0.13791587693606644,0.12785563909774436
fix_phi2,0.13810341044678096,0.12835664160401003
fix_phi2,0.13831228955609423,0.1288576441102757
fix_phi2,0.13850440935483904,0.12935864661654137
fix_phi2,0.13870154780156363,0.12985964912280704
fix_phi2,0.1389102756989577,0.13036065162907268
fix_phi2,0.13909645647441488,0.13086165413533835
fix_phi2,0.13930262261639442,0.13136265664160401
fix_phi2,0.13949647401161674,0.13186365914786968
fix_phi2,0.13969108076556777,0.13236466165413535
fix_phi2,0.1399011144855483,0.13286566416040102
fix_phi2,0.14008521803190463,0.13336666666666666
fix_phi2,0.14028839630546666,0.13386766917293233
fix_phi2,0.14048443724841345,0.134368671679198
fix_phi2,0.1406758437274329,0.13486967418546367
fix_phi2,0.14088819017023174,0.13537067669172934
fix_phi2,0.14106930084010427,0.135871679197995
fix_phi2,0.1412684394531136,0.13637268170426065
fix_phi2,0.14146802144723394,0.13687368421052631
fix_phi2,0.14165492329632498,0.13737468671679198
fix_phi2,0.14204818481066595,0.13837669172932332
fix_phi2,0.1424470989146113,0.13937869674185463
fix_phi2,0.14302179454266617,0.14088170426065164
fix_phi1,0.13336666666666666,0.11653888713970707
fix_phi1,0.13386766917293233,0.11775554535170737
fix_phi1,0.134368671679198,0.11897972009076402
fix_phi1,0.13486967418546367,0.12022390160994995
fix_phi1,0.13537067669172934,0.12146755053649363
fix_phi1,0.135871679197995,0.12271989675130912
fix_phi1,0.13637268170426065,0.12397177298207857
fix_phi1,0.13687368421052631,0.1252286855725294
fix_phi1,0.13737468671679198,0.12648668642875768
fix_phi1,0.13787568922305765,0.12774671444388502
fix_phi1,0.13837669172932332,0.12901064329445858
fix_phi1,0.138877694235589,0.13027317661372104
fix_phi1,0.13937869674185463,0.1315437522982246
fix_phi1,0.1398796992481203,0.13280845034268618
